"","Ctrl","sd_Ctrl","Her","sd_Her","Trast","sd_Trast","Combination","sd_Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"1",0.0346376761007892,0.00897662512273947,0.0480171044445524,0.009641211861816,0.0197645518119236,0.00949963271717994,0.0185414915761276,0.00923885204066513,0.126983116959289,0.154749837691891,0.145,0.079
