"","Ctrl","sd_Ctrl","GABA","sd_GABA","Anti-PD1","sd_Anti-PD1","Combination","sd_Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"1",0.59180265114364,0.053070096392786,0.598642744171705,0.0527624889116573,0.508251807352204,0.0530893811137967,0.680854259732543,0.050985438099642,0.327961834012828,0.507996538581839,0.385,0.667
