"","Control","AZ628","Gemcitabine","Combination","sd_ranef","sd_resid","PwrBliss","pwrHSA"
"estimate",1.54011319769781,1.48456579875325,0.790457155882935,0.464440396723065,0.245143814391827,0.698152109721301,0.52,0.916
