"","Ctrl","sd_Ctrl","Rabusertib","sd_Rabusertib","Irinotecan","sd_Irinotecan","Combination","sd_Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"1",0.131853359032816,0.0127358652287398,0.149526324376648,0.0116262011252108,0.00198173525662961,0.00449767868856947,-0.0149604174572563,0.00636067820057138,0.0311564789193819,0.352090133180432,0.443,0.597
