"","Ctrl","sd_Ctrl","Rabusertib","sd_Rabusertib","Irinotecan","sd_Irinotecan","Combination","sd_Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"1",0.0589420242509275,0.00477226357493903,0.0577361952630766,0.00484458609375565,0.023399086293938,0.00466780372499299,0.00374712467493902,0.00592713877935185,0.0578303719116932,0.184971982117207,0.458,0.74
