"","Ctrl","Fulv","Trast","Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"estimate",0.0346748891994553,0.00052995511437585,0.0199076425213748,0.000881759259044428,0.119022868112803,0.154736954971267,0.157,0.09
