"","None","AZD2014","Tagrisso","DOC","Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"estimate",0.904659399985766,0.656842906107983,0.625746623749706,-0.0168799816901529,0.162169140466869,0.170402133799542,3.32904473410794,0.217,0.107
