"","Ctrl","sd_Ctrl","Fulv","sd_Fulv","Trast","sd_Trast","Combination","sd_Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"1",0.0346748891994553,0.00843722108230487,0.00052995511437585,0.00917316067647125,0.0199076425213748,0.00898281654534604,0.000881759259044428,0.00891942070221324,0.119022868112803,0.154736954971267,0.157,0.09
