"","None","sd_None","AZD2014","sd_AZD2014","Tagrisso","sd_Tagrisso","DOC","sd_DOC","Combination","sd_Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"1",0.904659399985766,0.232885983654568,0.656842906107983,0.216340289938371,0.625746623749706,0.215712411110994,-0.0168799816901529,0.217384214927557,0.162169140466869,0.217541421902075,0.170402133799542,3.32904473410794,0.217,0.107
