"","Ctrl","sd_Ctrl","Fulv","sd_Fulv","Her","sd_Her","Combination","sd_Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"1",0.0347001453102701,0.00812096439923219,0.000669494860707353,0.00885779160204164,0.0482327898660488,0.008836082005468,0.0263368080362494,0.00682881852815226,0.114345507155768,0.154726110129117,0.151,0.655
