"","Ctrl","Her","Trast","Fulv","Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"estimate",0.0346375622896994,0.0480166855969255,0.0197641571910094,0.000299384491513438,-0.0132828984486141,0.127009729059877,0.154749680666499,0.084,0.21
