"","Ctrl","sd_Ctrl","Rabusertib","sd_Rabusertib","Irinotecan","sd_Irinotecan","Combination","sd_Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"1",0.0970832184718429,0.00774662503524163,0.103222396161568,0.00542681117891218,-0.00641190365236972,0.00414137857186008,-0.0369933014445884,0.00510004572862733,0.0282530100857951,0.401872722040472,0.896,0.994
