"","Ctrl","sd_Ctrl","Her","sd_Her","Trast","sd_Trast","Fulv","sd_Fulv","Combination","sd_Combination","sd_ranef","sd_resid","PwrBliss","PwrHSA"
"1",0.0346375622896994,0.00897841912331474,0.0480166855969255,0.00964291429719977,0.0197641571910094,0.0095013511001193,0.000299384491513438,0.00971109185015,-0.0132828984486141,0.00982637344529488,0.127009729059877,0.154749680666499,0.084,0.21
