Model,Metric,Estimate,lwr,upr,pval,Time,Simulation
Bliss,CI,1.24726090512475,1.11070042023697,1.40057504691268,4.00E-04,3,12
Bliss,CI,1.79849626793895,1.21842488451537,2.63679183997381,0.0042,6,12
Bliss,CI,2.24771097431484,1.05975174988516,4.73451853000736,0.0346,9,12
Bliss,CI,2.12871645687705,0.658745339210135,6.84942097107544,0.2106,12,12
Bliss,CI,1.43571906380015,0.277602493950948,7.38307350463785,0.6634,15,12
Bliss,CI,0.689523296003692,0.0773030146341258,5.85196484287622,0.7398,18,12
Bliss,CI,0.240390013965821,0.015189565528195,3.51190614993234,0.303,21,12
Bliss,CI,0.0624386377838229,0.0021416431429526,1.73698725959322,0.1066,24,12
Bliss,CI,0.0125048621211305,2.23E-04,0.689220227945299,0.0338,27,12
Bliss,CI,0.00204376285193928,1.72E-05,0.235285014934185,0.0086,30,12
Bliss,SS,-3.69959947683996,-5.64078989791491,-1.757973431455,4.00E-04,3,12
Bliss,SS,-2.94909800448801,-4.8715082758879,-0.992622527877729,0.0042,6,12
Bliss,SS,-2.11137031542947,-4.05343562129077,-0.151291313027649,0.0346,9,12
Bliss,SS,-1.26151918628861,-3.21285013644247,0.696979163604522,0.2106,12,12
Bliss,SS,-0.43073371113258,-2.38097839488676,1.52630759429166,0.6634,15,12
Bliss,SS,0.336525408211951,-1.59934731072798,2.3174196709111,0.7398,18,12
Bliss,SS,1.02211188055038,-0.900695485272183,3.00228325098834,0.303,21,12
Bliss,SS,1.62092028827244,-0.322686717043431,3.59192937691681,0.1066,24,12
Bliss,SS,2.13097294877457,0.181014794497785,4.08843652744698,0.0338,27,12
Bliss,SS,2.54606135988652,0.594875849867244,4.51031140315223,0.0086,30,12
Bliss,CI,1.09440753140755,0.961887795097328,1.2469102171344,0.1776,3,13
Bliss,CI,1.17914554694169,0.760908288945124,1.82982546175031,0.454,6,13
Bliss,CI,1.03823985685858,0.446094902010913,2.39285158305477,0.9338,9,13
Bliss,CI,0.681305429560907,0.183424977724207,2.47214211696059,0.5658,12,13
Bliss,CI,0.32501623186098,0.0521654951802089,1.93885220654991,0.2132,15,13
Bliss,CI,0.11377247890127,0.0108013991866133,1.11321439693512,0.0634,18,13
Bliss,CI,0.030192055853693,0.00167544059080353,0.497282807479021,0.014,21,13
Bliss,CI,0.00631742996737753,1.92E-04,0.17795552743713,0.0026,24,13
Bliss,CI,0.00106723036343509,1.72E-05,0.0522123027778341,0.001,27,13
Bliss,CI,1.51E-04,1.23E-06,0.012937640022333,4.00E-04,30,13
Bliss,SS,-1.36132449530547,-3.32990988893892,0.586362731302876,0.1776,3,13
Bliss,SS,-0.739270868274367,-2.71061659218266,1.22580315416478,0.454,6,13
Bliss,SS,-0.0874456786646985,-2.03308172374882,1.88100655312266,0.9338,9,13
Bliss,SS,0.578430994194059,-1.36426478591365,2.55636120057669,0.5658,12,13
Bliss,SS,1.22839403847899,-0.723666715987991,3.22797580924003,0.2132,15,13
Bliss,SS,1.84384808315772,-0.0909824081885748,3.84121525712884,0.0634,18,13
Bliss,SS,2.40769937381873,0.480550071507012,4.39670483499508,0.014,21,13
Bliss,SS,2.90995210554073,0.991860802142089,4.91874267439119,0.0026,24,13
Bliss,SS,3.3531178016748,1.4467812285816,5.37597525187527,0.001,27,13
Bliss,SS,3.73124881898214,1.8442387299041,5.77188975321242,4.00E-04,30,13
Bliss,CI,1.25495577246854,1.12009273202131,1.40890298581029,2.00E-04,3,14
Bliss,CI,1.74959502746039,1.2224322531285,2.50748648311147,0.0016,6,14
Bliss,CI,1.98060205002402,1.03579999361632,3.75601666432496,0.0396,9,14
Bliss,CI,1.59537313303316,0.617122561442006,4.05519774142632,0.3296,12,14
Bliss,CI,0.884328540567308,0.246603406678672,3.02537515583369,0.8416,15,14
Bliss,CI,0.343236270401208,0.0686792353296175,1.56467736907275,0.1614,18,14
Bliss,CI,0.0969633992767156,0.0141801325788935,0.598293829960945,0.0122,21,14
Bliss,CI,0.0209996295204644,0.00219873504793088,0.180216953024351,2.00E-04,24,14
Bliss,CI,0.00370854560768116,2.67E-04,0.0447261338484128,0,27,14
Bliss,CI,5.57E-04,2.61E-05,0.0101134222025684,0,30,14
Bliss,SS,-3.87519822623889,-5.84967021255663,-1.93523258117824,2.00E-04,3,14
Bliss,SS,-3.07422967522638,-5.05212646250583,-1.10377783926781,0.0016,6,14
Bliss,SS,-2.08856199288553,-4.04435735204604,-0.10749648436811,0.0396,9,14
Bliss,SS,-0.976802090132148,-2.92763857853809,1.00938250999781,0.3296,12,14
Bliss,SS,0.194917766804274,-1.75536251645968,2.21985889238216,0.8416,15,14
Bliss,SS,1.36134747249184,-0.569930684525283,3.40969305162665,0.1614,18,14
Bliss,SS,2.46633005863707,0.542931382679801,4.49832414020263,0.0122,21,14
Bliss,SS,3.45726854486301,1.53351542468923,5.4767467766697,2.00E-04,24,14
Bliss,SS,4.2869741360129,2.37988201138559,6.30322193823256,0,27,14
Bliss,SS,4.93708344632267,3.02661006061571,6.95368315748274,0,30,14
Bliss,CI,0.998545129584838,0.872517416018305,1.14332544978667,0.9826,3,15
Bliss,CI,0.811223771112267,0.514359776557242,1.2750785952917,0.371,6,15
Bliss,CI,0.455585175566108,0.187387042873046,1.09486080482795,0.079,9,15
Bliss,CI,0.168644760209743,0.0410307709707125,0.664519955236725,0.0124,12,15
Bliss,CI,0.0426041438159775,0.00559355734884517,0.302946010892758,0.0024,15,15
Bliss,CI,0.00768281081611364,4.99E-04,0.107748960830168,2.00E-04,18,15
Bliss,CI,0.00106481568865639,3.14E-05,0.0323820302672876,2.00E-04,21,15
Bliss,CI,1.20E-04,1.52E-06,0.00848560581347126,0,24,15
Bliss,CI,1.19E-05,5.74E-08,0.00221038766665195,0,27,15
Bliss,CI,1.08E-06,1.85E-09,5.45E-04,0,30,15
Bliss,SS,0.0210186373784943,-1.93365015890786,1.96875394254224,0.9826,3,15
Bliss,SS,0.900300836601995,-1.04573748523076,2.86097814354744,0.371,6,15
Bliss,SS,1.73722504796639,-0.200261244926249,3.70035883249303,0.079,9,15
Bliss,SS,2.48565200590232,0.570721584787399,4.45951616575703,0.0124,12,15
Bliss,SS,3.09475780445549,1.17110002659155,5.08581948628049,0.0024,15,15
Bliss,SS,3.56864483792467,1.63301348463978,5.57232857550085,2.00E-04,18,15
Bliss,SS,3.90637165022979,1.95756586919273,5.91794355019186,2.00E-04,21,15
Bliss,SS,4.12874418994659,2.18133972656478,6.12668758823986,0,24,15
Bliss,SS,4.24751253419008,2.28997901538873,6.24434419670464,0,27,15
Bliss,SS,4.28479408842719,2.34309149790757,6.26987540585767,0,30,15
Bliss,CI,1.18350619110767,1.05859769763639,1.32573106043377,0.003,3,16
Bliss,CI,1.43022674611,1.01017044971885,2.01899710897353,0.0428,6,16
Bliss,CI,1.331191139122,0.719647244296912,2.44907614670926,0.3468,9,16
Bliss,CI,0.851750724290065,0.349771972885363,2.06131526165487,0.7274,12,16
Bliss,CI,0.366526600212842,0.114759208348201,1.16416541197052,0.089,15,16
Bliss,CI,0.109021507450212,0.0257889189470477,0.458184015122927,0.0036,18,16
Bliss,CI,0.023972725787408,0.00415028148109382,0.131736837579535,0,21,16
Bliss,CI,0.00412764545288953,4.98E-04,0.0308655322869421,0,24,16
Bliss,CI,5.96E-04,5.11E-05,0.00621298900113287,0,27,16
Bliss,CI,7.74E-05,4.62E-06,0.00117107951770044,0,30,16
Bliss,SS,-2.94826180191759,-4.93409915884675,-0.996484467441455,0.003,3,16
Bliss,SS,-2.03576980300272,-3.99721020559892,-0.0575690736439964,0.0428,6,16
Bliss,SS,-0.915389169392708,-2.86612432773224,1.05272594825165,0.3468,9,16
Bliss,SS,0.355325390162307,-1.60177226975076,2.3261675904177,0.7274,12,16
Bliss,SS,1.70118632026344,-0.257638695566676,3.66941212531716,0.089,15,16
Bliss,SS,3.03501393662355,1.06884316584413,5.0092297034874,0.0036,18,16
Bliss,SS,4.25432371731165,2.31135637230505,6.25413723304007,0,21,16
Bliss,SS,5.2996630658438,3.35750034764533,7.34077339814415,0,24,16
Bliss,SS,6.11653636875369,4.18577165870035,8.1400077963888,0,27,16
Bliss,SS,6.66943798233659,4.75521013325232,8.65501689180256,0,30,16
Bliss,CI,1.22068370576375,1.0694854953286,1.39921984798021,0.004,3,17
Bliss,CI,1.58222863551218,1.01214929253985,2.50034950221233,0.0444,6,17
Bliss,CI,1.60773813779609,0.662938065777859,3.90700917027676,0.2894,9,17
Bliss,CI,1.13438965426577,0.269773577862392,4.70252703530182,0.8606,12,17
Bliss,CI,0.546522534812203,0.0676426250654239,4.23774421695038,0.568,15,17
Bliss,CI,0.18385165178673,0.0101658733064578,2.89617370397803,0.2416,18,17
Bliss,CI,0.0458216400783169,0.00100164320671688,1.72081030834718,0.096,21,17
Bliss,CI,0.00876245701492518,6.71E-05,0.954529769557078,0.0478,24,17
Bliss,CI,0.00140819977823507,3.24E-06,0.445312746971002,0.0292,27,17
Bliss,CI,2.03E-04,1.23E-07,0.240157972229595,0.022,30,17
Bliss,SS,-2.89813490504678,-4.88200713489552,-0.976324709672206,0.004,3,17
Bliss,SS,-1.99597473171563,-3.98656277473513,-0.0525321334466637,0.0444,6,17
Bliss,SS,-1.05177056538891,-3.01861456623967,0.910551299197866,0.2894,9,17
Bliss,SS,-0.173512405268366,-2.13025955443542,1.8028596008311,0.8606,12,17
Bliss,SS,0.571233807556521,-1.36528782929719,2.54663942807553,0.568,15,17
Bliss,SS,1.1691556592365,-0.7340870379264,3.16771619754151,0.2416,18,17
Bliss,SS,1.6192343791816,-0.285083714619115,3.62718800552459,0.096,21,17
Bliss,SS,1.95076531715416,0.0191633322974962,3.95682112067313,0.0478,24,17
Bliss,SS,2.16911631871774,0.267273467216277,4.17609876407247,0.0292,27,17
Bliss,SS,2.29550374318453,0.385041215398968,4.29526085562087,0.022,30,17
