Model,Metric,Estimate,lwr,upr,pval,Time,Simulation
Bliss,CI,0.5602311450397931,0.45316929555811813,0.6925864990170011,8.576542392146521e-8,21,8
Bliss,CI,0.5114503190862374,0.41237130321996773,0.6343347047936575,1.0400820229077838e-9,24,8
Bliss,CI,0.45562495058068,0.36360678188602025,0.5709302079429354,8.525251691793602e-12,27,8
Bliss,CI,0.4366750239919299,0.3479710730800165,0.5479911732045158,8.564471771651235e-13,30,8
Bliss,SS,-0.33739143326159754,-2.297355417801651,1.622572551278456,0.7358218417338798,3,8
Bliss,SS,-0.029550799707309037,-1.9895147842473626,1.9304131848327444,0.9764253043036586,6,8
Bliss,SS,0.335449634173178,-1.6245143503668755,2.2954136187132312,0.7372859319384404,9,8
Bliss,SS,1.5915639069059748,-0.368400077634079,3.551527891446028,0.11148272533277906,12,8
Bliss,SS,3.0761602401797563,1.1161962556397025,5.03612422471981,0.0020968512382867686,15,8
Bliss,SS,4.24673914224133,2.286775157701276,6.206703126781384,2.16904248177675e-5,18,8
Bliss,SS,5.354558808747554,3.3945948242075006,7.314522793287608,8.576542392146521e-8,21,8
Bliss,SS,6.1031345670532025,4.143170582513149,8.063098551593257,1.0400820229077838e-9,24,8
Bliss,SS,6.829430278541719,4.869466294001665,8.789394263081773,8.525251691793602e-12,27,8
Bliss,SS,7.151804131008328,5.191840146468275,9.111768115548381,8.564471771651235e-13,30,8
Bliss,CI,0.9266279018010888,0.748845585747811,1.1466172529264964,0.48321806160251923,3,9
Bliss,CI,0.878126546945613,0.6758326891378258,1.1409720850205434,0.3306472358865113,6,9
Bliss,CI,0.8390716700410018,0.6287225403302573,1.1197964480414124,0.23343087936525292,9,9
Bliss,CI,0.7762984641717926,0.5718619898108658,1.0538194812961732,0.10441755324860688,12,9
Bliss,CI,0.6700960062275039,0.5141466926719004,0.8733473616810675,0.00305759016706298,15,9
Bliss,CI,0.608936704748425,0.4822405030377315,0.7689190519131033,3.0758842219960344e-5,18,9
Bliss,CI,0.544677176615558,0.42396440617896075,0.6997597496443279,2.00558723084293e-6,21,9
Bliss,CI,0.4784551929062619,0.37035879985251646,0.6181016131117395,1.6804915028560068e-8,24,9
Bliss,CI,0.4381920217160769,0.33987831528366197,0.564944096934721,1.9524110302559125e-10,27,9
Bliss,CI,0.4216955409464115,0.3285757566248289,0.541205873131813,1.1801539970451265e-11,30,9
Bliss,SS,0.7011361347067194,-1.2588278498333343,2.661100119246773,0.48321806160251923,3,9
Bliss,SS,0.9728110175666413,-0.9871529669734124,2.9327750021066947,0.3306472358865113,6,9
Bliss,SS,1.1915674883192562,-0.7683964962207975,3.15153147285931,0.23343087936525292,9,9
Bliss,SS,1.6238044349563292,-0.33615954958372435,3.5837684194963826,0.10441755324860688,12,9
Bliss,SS,2.9618879660094395,1.0019239814693859,4.921851950549493,0.00305759016706298,15,9
Bliss,SS,4.167774183636911,2.207810199096857,6.127738168176964,3.0758842219960344e-5,18,9
Bliss,SS,4.752860508048279,2.792896523508226,6.712824492588333,2.00558723084293e-6,21,9
Bliss,SS,5.642037842535707,3.682073857995653,7.60200182707576,1.6804915028560068e-8,24,9
Bliss,SS,6.365038227666265,4.405074243126211,8.325002212206318,1.9524110302559125e-10,27,9
Bliss,SS,6.782620443313909,4.822656458773855,8.742584427853963,1.1801539970451265e-11,30,9
Bliss,CI,1.1066406664865267,0.8810834401248118,1.3899405084134406,0.3835805871109926,3,10
Bliss,CI,1.0288273492540283,0.8186772917872086,1.292921796160181,0.8073963201477334,6,10
Bliss,CI,1.017355844881732,0.8158795596037435,1.2685854216248629,0.8785462176633888,9,10
Bliss,CI,0.874691948564066,0.6936061162862452,1.103055447347091,0.25796148265989055,12,10
Bliss,CI,0.7821191730845699,0.5969281295776334,1.0247639047255446,0.07466321658992418,15,10
Bliss,CI,0.6418576767884098,0.4835883550495043,0.8519255539353108,0.002145429710776086,18,10
Bliss,CI,0.5914364182095608,0.4447345225592067,0.7865299837117697,3.051696627431274e-4,21,10
Bliss,CI,0.5592964521456839,0.41916118994540164,0.7462821675439346,7.859154329130498e-5,24,10
Bliss,CI,0.49122075606807075,0.37262217513848844,0.6475670190653751,4.6056826406753855e-7,27,10
Bliss,CI,0.46220850342859043,0.3491331652468024,0.6119060630939412,6.997280900189571e-8,30,10
Bliss,SS,-0.8713179226561295,-2.831281907196183,1.088646061883924,0.3835805871109926,3,10
Bliss,SS,-0.24378631437941697,-2.2037502989194704,1.7161776701606366,0.8073963201477334,6,10
Bliss,SS,-0.1528124014451073,-2.112776385985161,1.8071515830949465,0.8785462176633888,9,10
Bliss,SS,1.1312224320672364,-0.8287415524728172,3.09118641660729,0.25796148265989055,12,10
Bliss,SS,1.7825277100172165,-0.17743627452283717,3.74249169455727,0.07466321658992418,15,10
Bliss,SS,3.069325120968757,1.1093611364287035,5.02928910550881,0.002145429710776086,18,10
Bliss,SS,3.610871651489003,1.6509076669489497,5.570835636029058,3.051696627431274e-4,21,10
Bliss,SS,3.948654933442929,1.9886909489028752,5.908618917982983,7.859154329130498e-5,24,10
Bliss,SS,5.042051094314184,3.0820871097741303,7.002015078854238,4.6056826406753855e-7,27,10
Bliss,SS,5.391240864833003,3.431276880292949,7.351204849373057,6.997280900189571e-8,30,10
Bliss,CI,1.1097845468928267,0.8970260142303627,1.3730055995966104,0.337437145682984,3,11
Bliss,CI,1.0096208026189242,0.7784710224657754,1.3094054058071178,0.9424598307192433,6,11
Bliss,CI,0.9800232733348052,0.7605030245065111,1.2629083453035546,0.8760671452096709,9,11
Bliss,CI,0.8762393873004966,0.6896619679645722,1.113292452710965,0.2794922507421569,12,11
Bliss,CI,0.8511523942345841,0.6687914677686008,1.0832380990570971,0.19018170454159383,15,11
Bliss,CI,0.7556758387156222,0.6045490320745938,0.9445817343531849,0.013864122857363022,18,11
Bliss,CI,0.6429832205919962,0.5312983026532385,0.7781455726439361,5.71238427745538e-6,21,11
Bliss,CI,0.6016609920405629,0.4825902470450353,0.7501103711891899,6.31737284522159e-6,24,11
Bliss,CI,0.5391667007177431,0.4343552575107927,0.6692695118479902,2.1308502940036535e-8,27,11
Bliss,CI,0.48926863332331494,0.40265660537721715,0.5945110358485356,6.41675147324384e-13,30,11
Bliss,SS,-0.9592414060841143,-2.919205390624168,1.0007225784559393,0.337437145682984,3,11
Bliss,SS,-0.07217853057745026,-2.032142515117504,1.8877854539626036,0.9424598307192433,6,11
Bliss,SS,0.15595670848814105,-1.8040072760519126,2.1159206930281944,0.8760671452096709,9,11
Bliss,SS,1.081460660715553,-0.8785033238245008,3.041424645255607,0.2794922507421569,12,11
Bliss,SS,1.3100417727051288,-0.6499222118349247,3.2700057572451824,0.19018170454159383,15,11
Bliss,SS,2.4607647791971674,0.5008007946571139,4.4207287637372215,0.013864122857363022,18,11
Bliss,SS,4.53676446641038,2.5768004818703263,6.4967284509504335,5.71238427745538e-6,21,11
Bliss,SS,4.5154792638013,2.5555152792612468,6.475443248341354,6.31737284522159e-6,24,11
