"","Model","Metric","Estimate","lwr","upr","pval","Time","Simulation"
"14975","Bliss","SS",1.17336106103822,-0.786602923501832,3.13332504557828,0.24065104537554,15,749
"14976","Bliss","SS",2.04161791462756,0.0816539300875015,4.00158189916761,0.0411894468616743,18,749
"14977","Bliss","SS",2.62369807758562,0.66373409304557,4.58366206212568,0.00869808519036339,21,749
"14978","Bliss","SS",2.78316695295551,0.823202968415453,4.74313093749556,0.00538310979234369,24,749
"14979","Bliss","SS",2.99848583048166,1.0385218459416,4.95844981502171,0.00271324772669401,27,749
"14980","Bliss","SS",3.09016100771479,1.13019702317474,5.05012499225484,0.00200048018952481,30,749
"14981","Bliss","CI",0.90683412162569,0.625969929815256,1.31371825542377,0.605068897877767,3,750
"14982","Bliss","CI",0.771464905589357,0.493672767736964,1.20557207010678,0.254637904940127,6,750
"14983","Bliss","CI",0.732858625311391,0.465948057546821,1.15266445689461,0.178596813611989,9,750
"14984","Bliss","CI",0.636894336636609,0.42260592853177,0.959840760987554,0.0310973882583589,12,750
"14985","Bliss","CI",0.646399829200459,0.440372227740909,0.94881718889006,0.0258625979903213,15,750
"14986","Bliss","CI",0.62511344148971,0.436090609676635,0.896067941065887,0.0105493280015646,18,750
"14987","Bliss","CI",0.585363486030873,0.421799348500297,0.812354054117215,0.00136046073909255,21,750
"14988","Bliss","CI",0.553034375629872,0.383743744380967,0.797008485758372,0.00148896624373139,24,750
"14989","Bliss","CI",0.508439578872281,0.360883496540957,0.716327590043964,0.000109967234873506,27,750
"14990","Bliss","CI",0.456730269748024,0.317645887894008,0.65671411862794,2.34261699078715e-05,30,750
"14991","Bliss","SS",0.517125007180324,-1.44283897735973,2.47708899172038,0.605068897877767,3,750
"14992","Bliss","SS",1.13915645299569,-0.820807531544366,3.09912043753574,0.254637904940127,6,750
"14993","Bliss","SS",1.34508801346612,-0.61487597107393,3.30505199800618,0.178596813611989,9,750
"14994","Bliss","SS",2.15582428723163,0.195860302691576,4.11578827177168,0.0310973882583589,12,750
"14995","Bliss","SS",2.2282687639145,0.26830477937445,4.18823274845456,0.0258625979903213,15,750
"14996","Bliss","SS",2.55728324528424,0.597319260744184,4.51724722982429,0.0105493280015646,18,750
"14997","Bliss","SS",3.20291088201958,1.24294689747952,5.16287486655963,0.00136046073909255,21,750
"14998","Bliss","SS",3.1768254459971,1.21686146145704,5.13678943053715,0.00148896624373139,24,750
